id,source_type,title,authors,issued_year,citation,doi,isbn
SRC-5B067D515306,museum_record,Hebrew Bowl 85-48-953,,,"Penn Museum Online Collections, 85-48-953, web object 70578",,
SRC-5B1E675D9A83,museum_record,Hebrew Bowl B16019,,,"Penn Museum Online Collections, B16019, web object 44307",,
SRC-5BAFA19AD9D6,museum_record,Hebrew Bowl B16102,,,"Penn Museum Online Collections, B16102, web object 334779",,
SRC-5C1BDDF68CD5,archive_snapshot,"M0003378: Incantation bowl with Mandaic inscription, Mesopotamia",Wellcome Collection,1933,"Wellcome Collection. ‘M0003378: Incantation bowl with Mandaic inscription, Mesopotamia,’ archive reference WT/D/1/20/1/27/68, created 1 March 1933.",,
SRC-5C51CF0634BF,museum_record,קערת השבעה מס' 173,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 173, Ms. Heb. 9467.93, MMS 997008712405805171.",,
SRC-5C78BBC82960,museum_record,Hebrew Bowl 85-48-914,,,"Penn Museum Online Collections, 85-48-914, web object 86242",,
SRC-5D009CD596AD,museum_record,Hebrew Bowl B16032,,,"Penn Museum Online Collections, B16032, web object 11291",,
SRC-5D90E7DD9601,museum_record,קערת השבעה מס' 207,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 207, Ms. Heb. 9467.3, MMS 997008712410405171.",,
SRC-5DB206E51D0C,museum_record,Hebrew Bowl B16070,,,"Penn Museum Online Collections, B16070, web object 54421",,
SRC-5DC5C41E5F44,museum_record,קערת השבעה מס' 84,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 84, Ms. Heb. 9467.156, MMS 997008712402605171.",,
SRC-5E9C0E6CB79F,museum_record,Hebrew Bowl B16084,,,"Penn Museum Online Collections, B16084, web object 160253",,
SRC-5ED09A04C455,auction_record,Early medieval Terracotta Aramean Incantation Bowl,Catawiki,,"Catawiki. ‘Early medieval Terracotta Aramean Incantation Bowl,’ lot 52757191, expired auction record, accessed 4 September 2026.",,
SRC-5EDC66BBEFE7,chapter,Transcription and Translation of Seven Magic Bowls (untitled),"Ellis, Thomas",1853,"Ellis, Thomas. “Transcription and Translation of Seven Magic Bowls (untitled).” In Discoveries in the Ruins of Nineveh and Babylon: With Travels in Armenia, Kurdistan, and the Desert; Being the Result of a Second Expedition Undertaken for the Trustees of the British Museum , by Austin H. Layard, 509–23. New York: G. P. Putnam, 1853.",,
SRC-5F194E6FE4AC,museum_record,קערת השבעה מס' 188,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 188, Ms. Heb. 9467.154, MMS 997008712400605171.",,
SRC-5F202013D250,article,Epigraphic Notes,"Borisov, A. Y",1939,"Borisov, A. Y. “Epigraphic Notes” [Russian]. Trudy otdela vostoka: Gosudarstvennyj Ermitazh 1 (1939): 227–35.",,
SRC-5F2BE22D9ADB,museum_record,קערת השבעה מס' 15,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 15, Ms. Heb. 9467.57, MMS 997008712402105171.",,
SRC-5F479179CEBE,museum_record,Hebrew Bowl B16020,,,"Penn Museum Online Collections, B16020, web object 44308",,
SRC-5F62C41EEF94,article,Two Incantation Bowls from Babylon,Herman [and others; see citation],2000,———. “Two Incantation Bowls from Babylon.” Iraq 62 (2000): 139–47.,,
SRC-5F6911283DE0,museum_record,קערת השבעה מס' 95,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 95, Ms. Heb. 9467.200, MMS 997008712399805171.",,
SRC-5F7E0BA65D6E,article,"Jesus in the Magic Bowls. Apropos Dan Levene's ""... and by the name of Jesus ...""",Shaul Shaked,2016,"Jesus in the Magic Bowls. Apropos Dan Levene's ""... and by the name of Jesus ..."" (2016). OpenAlex W129188497.",,
SRC-5FAA5A5945F8,book,Seder Mazikin: Law and Magic in Late Antique Jewish Society,Avigail Manekin-Bamberger,2024,"Manekin-Bamberger, Avigail. Seder Mazikin: Law and Magic in Late Antique Jewish Society. Hebrew. 2024.",,
SRC-603B9C3AF3B5,auction_record,Incantation Bowl — lot 98083,Heritage Auctions,2008,"Heritage Auctions, March 2008 Eclectic Liquidation of Antiquities & Other Collectibles, auction 6005, 19 March 2008, lot 98083.",,
SRC-605E059DD5A2,museum_record,Hebrew Bowl B2965,,,"Penn Museum Online Collections, B2965, web object 159144",,
SRC-60CB324330C9,article,Aramaic Magical Bowls in the Istanbul and Baghdad Museums,"Gordon, Cyrus H",1934,"Gordon, Cyrus H. “ Aramaic Magical Bowls in the Istanbul and Baghdad Museums.” ArOr 6 (1934): 319–34.",,
SRC-6181E1924D9F,museum_record,Hebrew Bowl B2923,,,"Penn Museum Online Collections, B2923, web object 275285",,
SRC-61EC9872D89C,museum_record,קערת השבעה מס' 171,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 171, Ms. Heb. 9467.85, MMS 997008712406405171.",,
SRC-61F3BAFB8DBF,museum_record,incantation bowl: 91758,The British Museum,,"The British Museum, Collections Online, incantation bowl 91758, Segal 002A; accessed 2026-09-04.",,
SRC-62A4522F2585,auction_record,Collection of Aramaic Terracotta Devil Trap Bowls — lot 1419,Apollo Art Auctions via LiveAuctioneers,2026,"Apollo Art Auctions, Fine Ancient Art and Antiquities, 4 October 2026, lot 1419, LiveAuctioneers item 239436738.",,
SRC-62EEECF04AE0,museum_record,Hebrew Bowl B8833,,,"Penn Museum Online Collections, B8833, web object 170702",,
SRC-62F5BFBBBF01,article,Notes on a Recently Published Magic Bowl,Matthew Morgenstern,2004,Notes on a Recently Published Magic Bowl (2004). Crossref DOI 10.1163/000000004781540380.,10.1163/000000004781540380,
SRC-63345F60155B,book,"Die Zauberschalentexte in der Hilprecht-Sammlung, Jena, und weitere Nippur-Texte anderer Sammlungen",Müller-Kessler [and others; see citation],2005,"———. Die Zauberschalentexte in der Hilprecht-Sammlung, Jena, und weitere Nippur-Texte anderer Sammlungen . Texte und Materialien der Frau Professor Hilprecht Collection of Babylonian Antiquities im Eigentum der Universität Jena 7. Wiesbaden: Harrassowitz, 2005.",,
SRC-637B15528678,database,Magical Literature: Incantation Bowls and Jugs,The Schøyen Collection,,"The Schøyen Collection, ‘Magical Literature: Incantation Bowls and Jugs’ (online collection introduction).",,
SRC-639DD8F52972,museum_record,קערת השבעה מס' 13,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 13, Ms. Heb. 9467.49, MMS 997008712402705171.",,
SRC-63E581DB2C77,museum_record,קערת השבעה מס' 41,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 41, Ms. Heb. 9467.163, MMS 997008712395705171.",,
SRC-63FE9BA4E75E,museum_record,קערת השבעה מס' 75,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 75, Ms. Heb. 9467.128, MMS 997008712404305171.",,
SRC-64C2F01953A2,auction_record,"7th C. Mesopotamian Incantation Bowl, ex-Christie's",Artemis Gallery,2019,"Artemis Gallery. ‘7th C. Mesopotamian Incantation Bowl, ex-Christie's,’ lot 113, item 146419, Bidsquare product 1500258, 26 September 2019; ex Christie's New York, 7 December 2000, lot 734.",,
SRC-652597EFBE22,museum_record,Hebrew Bowl B13186,,,"Penn Museum Online Collections, B13186, web object 297737",,
SRC-669EF487EA51,museum_record,Hebrew Bowl B313,,,"Penn Museum Online Collections, B313, web object 120830",,
SRC-66B24D951AFE,museum_record,Hebrew Bowl B2956,,,"Penn Museum Online Collections, B2956, web object 93146",,
SRC-66C7ED3ED9B4,museum_record,Hebrew Bowl B2926,,,"Penn Museum Online Collections, B2926, web object 11597",,
SRC-6708CC3332A2,museum_record,קערת השבעה מס' 19,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 19, Ms. Heb. 9467.73, MMS 997008712399705171.",,
SRC-6729B3C461D7,article,"Exploring the 'Cozy Cabal of Academics, Dealers and Collectors' through the Schøyen Collection",Simon Mackenzie; and colleagues,2020,"Mackenzie, Simon, and colleagues. 'Exploring the ""Cozy Cabal of Academics, Dealers and Collectors"" through the Schøyen Collection.' Heritage 3 (2020).",,
SRC-677DE1B86161,museum_record,Hebrew Bowl B16035,,,"Penn Museum Online Collections, B16035, web object 260717",,
SRC-67E04A92F7ED,museum_record,קערת השבעה מס' 5,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 5, Ms. Heb. 9467.10, MMS 997008712405305171.",,
SRC-682B572B5A56,chapter,Toward a Comprehensive Ontology of Jewish Babylonian Aramaic Bowl Texts and Their Features,HARRIET WALKER,2025,Toward a Comprehensive Ontology of Jewish Babylonian Aramaic Bowl Texts and Their Features (2025). OpenAlex W4413821810.,10.2307/jj.32831083.15,
SRC-68826E462E63,chapter,Four Aramaic Incantation Bowls,Geller [and others; see citation],1980,"———. “Four Aramaic Incantation Bowls.” In The Bible World: Essays in Honor of Cyrus H. Gordon , ed. Gary Rendsburg, Ruth Adler, Milton Arfa, and Nathan H. Winter, 47–60. New York: Ktav, 1980.",,
SRC-68A2D33D7CF9,article,"Babylonian Talmud, Bowls, and Jewish Textuality",Shai Secunda,2025,"Secunda, Shai. 'Babylonian Talmud, Bowls, and Jewish Textuality.' Jewish Quarterly Review 115 (2025): 413–451.",,
SRC-68F0CF7A7A0D,museum_record,Hebrew Bowl B8700,,,"Penn Museum Online Collections, B8700, web object 213966",,
SRC-696E71D7E586,book,Amulets and Magic Bowls: Aramaic Incantations of Late Antiquity,"Naveh, Joseph, and Shaul Shaked",1998,"Naveh, Joseph, and Shaul Shaked. Amulets and Magic Bowls: Aramaic Incantations of Late Antiquity. Jerusalem: Magnes; Leiden: Brill, 1985; 2nd/3rd ed., Jerusalem, 1987/1998.",,
SRC-69724CEA37F1,museum_record,Hebrew Bowl Sherd B6357,,,"Penn Museum Online Collections, B6357, web object 313325",,
SRC-69C22D670211,article,“Bring to the Gates… upon a good smell and upon good fragrances”: an Aramaic incantation bowl for success in business,D. Levene; Siam Bhayro,2005,“Bring to the Gates… upon a good smell and upon good fragrances”: an Aramaic incantation bowl for success in business (2005). Repository location indexed by OpenAlex W27568255.,,
SRC-6A7F76E470A0,museum_record,Hebrew Bowl B16047,,,"Penn Museum Online Collections, B16047, web object 192629",,
SRC-6A9CA8180B69,museum_record,קערת השבעה מס' 18,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 18, Ms. Heb. 9467.69, MMS 997008712399905171.",,
SRC-6AA8AE0B4D4D,museum_record,קערת השבעה מס' 147,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 147, Ms. Heb. 9467.189, MMS 997008712544405171.",,
SRC-6AACCCF09C88,article,Une coupe d’incantation,"Schwab, Moïse",1886,"Schwab, Moïse. “Une coupe d’incantation.” Revue d’assyriologie et d’archéologie orientale 1 (1886): 117–19.",,
SRC-6AE1D2F1E16E,web_page,Знакомство с арамейскими магическими чашами,"Semitic Epigraphy in the Digital Age seminar, HSE University",2025,"HSE University, ‘Знакомство с арамейскими магическими чашами,’ seminar report illustrating State Hermitage Museum S-444, 2025.",,
SRC-6B02C0DF842B,museum_record,Hebrew Bowl B2940,,,"Penn Museum Online Collections, B2940, web object 225262",,
SRC-6B7999FA31E9,article,Eine aramäische Zauberschale im Museum für Vor- und Fruhgeschichte zu Berlin,"Müller-Kessler, Christa",1994,"Müller-Kessler, Christa. “Eine aramäische Zauberschale im Museum für Vor- und Fruhgeschichte zu Berlin.” Orientalia 63 (1994): 5–9.",,
SRC-6BA7308804FF,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Eine Zauberschale aus Nippur,’ HS 3039, portal record dc00000833, accessed 4 September 2026.",,
SRC-6BCE45CAE460,museum_record,Hebrew Bowl B9010,,,"Penn Museum Online Collections, B9010, web object 271621",,
SRC-6C3666635D28,museum_record,Hebrew Bowl 85-48-908,,,"Penn Museum Online Collections, 85-48-908, web object 324269",,
SRC-6C59F1DF2FE9,museum_record,Hebrew Bowl B2928,,,"Penn Museum Online Collections, B2928, web object 305906",,
SRC-6CC56BA8F544,museum_record,Ostracon B2729,,,"Penn Museum Online Collections, B2729, web object 105494",,
SRC-6CF62B01BA38,database,Aramaic incantation bowl (Syriac inscription),Unknown,2021,"Aramaic incantation bowl (Syriac inscription). USC Digital Library asset 2A3BF1S6UJTXD, DOI 10.25549/inscriptifact-ouc15260339.",10.25549/inscriptifact-ouc15260339,
SRC-6D313A7AA389,catalogue,Working List of Syriac ‘Manichaean’ Incantation Bowls,"Mattias Brand, with assistance of Alexandra Probst",2021,"Brand, Mattias, with Alexandra Probst. Working List of Syriac ‘Manichaean’ Incantation Bowls. Version 1, June 2021.",,
SRC-6E01F490BAF0,museum_record,Hebrew Bowl B16031,,,"Penn Museum Online Collections, B16031, web object 97758",,
SRC-6E12BA576C0D,museum_record,קערת השבעה מס' 80,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 80, Ms. Heb. 9467.140, MMS 997008712403505171.",,
SRC-6F1648776C5D,museum_record,Hebrew Bowl B16091,,,"Penn Museum Online Collections, B16091, web object 67146",,
SRC-7018315A1B2F,article,An Aramaic Incantation Bowl in Iraq Museum,"Al-Jubouri, Bahaa Amer",2011,"Al-Jubouri, Bahaa Amer. “ An Aramaic Incantation Bowl in Iraq Museum.” Sumer 65 (2011): 25–30.",,
SRC-713E68ED9018,article,A New Incantation Bowl with Arabic Inscription,A Faraj,2016,A New Incantation Bowl with Arabic Inscription (2016). Repository location indexed by OpenAlex W2809766096.,,
SRC-71F6B506CE96,museum_record,incantation bowl: 117882,The British Museum,,"The British Museum, Collections Online, incantation bowl 117882, Segal 119ES; accessed 2026-09-04.",,
SRC-723E7803459B,article,Two Magic Bowls in Teheran,Gordon [and others; see citation],1951,———. “Two Magic Bowls in Teheran.” Orientalia 20 (1951): 306–15.,,
SRC-72652F4681FB,chapter,An Unpublished Incantation Bowl with a Citation from Isaiah 40,"Herman, Geoffrey",2021,"Herman, Geoffrey. “ An Unpublished Incantation Bowl with a Citation from Isaiah 40.” Semitica 63 (2021): 349–53. 44 Aramaic Incantation Bowls Hunter, Erica C. D. “Combat and Conflict in Incantation Bowls: Studies on Two Aramaic Specimens from Nippur.” In Studia Aramaica: New Sources and New Approaches, ed. Markham J. Geller, Jonas C. Greenfield, and Michael P. Weitzman, 61–75. Oxford: Oxford University Press, 1995.",,
SRC-72B16EB72E00,museum_record,קערת השבעה מס' 163,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 163, Ms. Heb. 9467.54, MMS 997008712408005171.",,
SRC-72D809FB4249,catalogue,Catalogue of the Aramaic and Mandaic Incantation Bowls in the British Museum,"J. B. Segal, with a contribution by Erica C. D. Hunter",2000,"Segal, J. B., with Erica C. D. Hunter. Catalogue of the Aramaic and Mandaic Incantation Bowls in the British Museum. London: British Museum Press, 2000.",,0714111457
SRC-72E772B0D8BB,museum_record,קערת השבעה מס' 87,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 87, Ms. Heb. 9467.168, MMS 997008712402205171.",,
SRC-7314F33C6D82,museum_record,incantation bowl: 91745,The British Museum,,"The British Museum, Collections Online, incantation bowl 91745, Segal 005A; accessed 2026-09-04.",,
SRC-7354A637359A,article,Two Incantation Bowls from the Collection of the Iraq Museum,Herman [and others; see citation],1997,———. “Two Incantation Bowls from the Collection of the Iraq Museum.” Sumer 49 (1997): 107–26.,,
SRC-73B85F2D465B,database,Aramaic incantation bowl (Syriac inscription),Unknown,2021,"Aramaic incantation bowl (Syriac inscription). USC Digital Library asset 2A3BF1S6UZPF4, DOI 10.25549/inscriptifact-ouc15259844.",10.25549/inscriptifact-ouc15259844,
SRC-73C44B143A9D,book,The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls,"Daniel James Waller, with contributions by Dorota Molin",2022,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.",10.11647/OBP.0305,9781800647657
SRC-756FA4A26B5C,museum_record,Hebrew Bowl B2916,,,"Penn Museum Online Collections, B2916, web object 254819",,
SRC-757E3BBFFE63,auction_record,Aramaic Terracotta Incantation Devil Trap Bowl,Apollo Art Auctions,2025,"Apollo Art Auctions. ‘Aramaic Terracotta Incantation Devil Trap Bowl.’ Closed auction 3 August 2025, indexed by Barnebys, accessed 4 September 2026.",,
SRC-75EA53A29C14,museum_record,Hebrew Bowl B16021,,,"Penn Museum Online Collections, B16021, web object 224217",,
SRC-76255A1BD6F7,museum_record,Hebrew Bowl B2946,,,"Penn Museum Online Collections, B2946, web object 177894",,
SRC-7630068C62BC,museum_record,Hebrew Bowl B9011,,,"Penn Museum Online Collections, B9011, web object 293903",,
SRC-76D41F29691C,museum_record,קערת השבעה מס' 100,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 100, Ms. Heb. 9467.88, MMS 997008712398605171.",,
SRC-76DC03BE6AEF,museum_record,incantation bowl: 91726,The British Museum,,"The British Museum, Collections Online, incantation bowl 91726, Segal 010A; accessed 2026-09-04.",,
SRC-76E6A8834112,museum_record,Hebrew Bowl B2949,,,"Penn Museum Online Collections, B2949, web object 67590",,
SRC-76FA11AF1EDE,museum_record,קערת השבעה מס' 133,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 133, Ms. Heb. 9467.135, MMS 997008712545805171.",,
SRC-7739CD103A79,museum_record,Hebrew Bowl B2976,,,"Penn Museum Online Collections, B2976, web object 322449",,
SRC-77BC594D2166,book,"A Syriac Incantation Bowl in the Finnish National Museum, Helsinki",Tapani Harviainen,1978,"Harviainen, Tapani. A Syriac Incantation Bowl in the Finnish National Museum, Helsinki. Studia Orientalia 51:1. Helsinki, 1978.",,951-95074-3-4
SRC-77C56EEC7912,auction_record,Aramaic Terracotta Incantation Bowl with Warrior,Barnebys,2026,"Barnebys, Apollo Art Auctions, ‘Aramaic Terracotta Incantation Bowl with Warrior,’ record fiLN9BK-626947463, observed 4 September 2026.",,
SRC-77CADCC57C0B,museum_record,קערת השבעה מס' 138,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 138, Ms. Heb. 9467.153, MMS 997008712545305171.",,
SRC-786574A2B43C,museum_record,Hebrew Bowl Sherd B6360,,,"Penn Museum Online Collections, B6360, web object 119332",,
SRC-78DC3B5775D7,museum_record,קערת השבעה מס' 127,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 127, Ms. Heb. 9467.111, MMS 997008712546405171.",,
SRC-78F948AF3697,museum_record,Hebrew Bowl B16059,,,"Penn Museum Online Collections, B16059, web object 330993",,
SRC-790D28CDD890,museum_record,incantation bowl: 91716,The British Museum,,"The British Museum, Collections Online, incantation bowl 91716, Segal 006A; accessed 2026-09-04.",,
SRC-795E719C624E,book,Magic Spells and Formulae: Aramaic Incantations of Late Antiquity,Naveh [and others; see citation],1993,"———, and Shaul Shaked. Magic Spells and Formulae: Aramaic Incantations of Late Antiquity. Jerusalem: Magnes, 1993.",,
SRC-7AACC01DCA72,museum_record,קערת השבעה מס' 88,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 88, Ms. Heb. 9467.172, MMS 997008712401905171.",,
SRC-7AFBBA66C4E8,museum_record,קערת השבעה מס' 9,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 9, Ms. Heb. 9467.30, MMS 997008712404405171.",,
SRC-7B803E3973EE,museum_record,Zauberschale mit Inschrift,"Staatliche Museen zu Berlin, Vorderasiatisches Museum",,"Staatliche Museen zu Berlin, Vorderasiatisches Museum. ‘Zauberschale mit Inschrift,’ VA Bab 02836, ObjID 1743770, updated 29 July 2026.",,
SRC-7B96CC040B1B,article,Magic Bowls in the Moriah Collection,Gordon [and others; see citation],1984,———. “Magic Bowls in the Moriah Collection.” Orientalia 53 (1984): 220– 41.,,
SRC-7BA17B55FC70,book,Jewish Magic before the Rise of Kabbalah,Yuval Harari,2017,"Harari, Yuval. Jewish Magic before the Rise of Kabbalah. English edition. Detroit: Wayne State University Press, 2017.",,
SRC-7C6EE65D44A4,museum_record,Hebrew Bowl B16068,,,"Penn Museum Online Collections, B16068, web object 279621",,
SRC-7C7C417359C9,museum_record,קערת השבעה מס' 166,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 166, Ms. Heb. 9467.66, MMS 997008712407405171.",,
SRC-7DC4EF76EB0C,museum_record,incantation bowl: 117880,The British Museum,,"The British Museum, Collections Online, incantation bowl 117880, Segal 081M; accessed 2026-09-04.",,
SRC-7E06AEF259FF,museum_record,קערת השבעה מס' 145,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 145, Ms. Heb. 9467.181, MMS 997008712544605171.",,
SRC-7E1BE28B0A13,museum_record,קערת השבעה מס' 184,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 184, Ms. Heb. 9467.137, MMS 997008712401205171.",,
SRC-7E3137FE462C,dealer_record,"Mesopotamian Incantation Bowl, 5th–7th Century AD",Ostracon Ancient Art / Bernhard I. Muller,,"Ostracon Ancient Art. ‘Mesopotamian Incantation Bowl, 5th–7th Century AD,’ Trocadero item 1455520, accessed 4 September 2026.",,
SRC-7E3837283D16,museum_record,קערת השבעה מס' 151,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 151, Ms. Heb. 9467.205, MMS 997008712544005171.",,
SRC-7E55A07F2355,article,"Zu den Zauberschalen des königlichen Museums in Berlin (Vgl. ZA. VIII, Ss. 313ff.; IX, Ss. 11ff.)","Fraenkel, Siegmund",1894,"Fraenkel, Siegmund. “Zu den Zauberschalen des königlichen Museums in Berlin (Vgl. ZA. VIII, Ss. 313ff.; IX, Ss. 11ff.).” Zeitschrift für Assyriologie und Vorderasiatische Archäologie 9 (1894): 308–9.",,
SRC-7E7849278752,museum_record,קערת השבעה מס' 30,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 30, Ms. Heb. 9467.118, MMS 997008712397105171.",,
SRC-7EF50A8BFF24,museum_record,Hebrew Bowl B16096,,,"Penn Museum Online Collections, B16096, web object 139925",,
SRC-7F0FBA89D925,book,"Les coupes magiques araméennes de Mésopotamie (PhD thesis, Université de Paris, 1963)","Jeruzalmi, Isak",1963,"Jeruzalmi, Isak. Les coupes magiques araméennes de Mésopotamie (PhD thesis, Université de Paris, 1963).",,
SRC-7FBBB775E502,book,Aramaic Bowl Spells,Shaul Shaked; James Nathan Ford; Siam Bhayro,2013,Aramaic Bowl Spells (2013). Crossref DOI 10.1163/9789004229372.,10.1163/9789004229372,
SRC-7FE468EAAF58,article,Une coupe magique araméenne,"Gawlikowski, Michel",1990,"Gawlikowski, Michel. “Une coupe magique araméenne.” Semitica 38 (1990): 137–45.",,
SRC-7FF35DD224D5,chapter,Aramaic Incantation Bowls in War and in Peace,Neil Brodie,2016,"Brodie, Neil. ‘Aramaic Incantation Bowls in War and in Peace.’ In Art Crime: Terrorists, Tomb Raiders, Forgers and Thieves, ed. Noah Charney. Palgrave Macmillan, 2016.",,
SRC-8008307DAAEE,article,Religion and the Aramaic Incantation Bowls,Michael G. Morony,2007,"Morony, Michael G. 'Religion and the Aramaic Incantation Bowls.' Religion Compass 1 (2007). DOI: 10.1111/j.1749-8171.2007.00029.x.",10.1111/j.1749-8171.2007.00029.x,
SRC-8052C7DFFEEC,museum_record,Hebrew Bowl B6358,,,"Penn Museum Online Collections, B6358, web object 136917",,
SRC-805E0E81051E,museum_record,קערת השבעה מס' 154,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 154, Ms. Heb. 9467.16, MMS 997008712409705171.",,
SRC-8098BF9389D6,museum_record,קערת השבעה מס' 3,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 3, Ms. Heb. 9467.5, MMS 997008712406005171.",,
SRC-815C148CDE83,museum_record,incantation bowl: 91766,The British Museum,,"The British Museum, Collections Online, incantation bowl 91766, Segal 014A; accessed 2026-09-04.",,
SRC-81CBECDBBCA9,dealer_record,"Mesopotamian Incantation Bowl, 5th–7th Century AD",Ostracon Ancient Art,,"Ostracon Ancient Art. ‘Mesopotamian Incantation Bowl, 5th–7th Century AD,’ Trocadero item 1495910, accessed 4 September 2026.",,
SRC-81DE7ADF7FDB,article,Jewish Legal Formulae in the Aramaic Incantation Bowls,Avigail Manekin-Bamberger,2015,"Manekin-Bamberger, Avigail. 'Jewish Legal Formulae in the Aramaic Incantation Bowls.' Aramaic Studies 13 (2015): 69–81.",,
SRC-8259B2E9DA09,article,An Aramaic Incantation Bowl and the Fall of Hatra,Enrico Marcato,2020,An Aramaic Incantation Bowl and the Fall of Hatra (2020). Repository location indexed by OpenAlex W3071645129.,10.1515/janeh-2020-0004,
SRC-8276911E4531,museum_record,Hebrew Bowl Sherds B2938,,,"Penn Museum Online Collections, B2938, web object 34145",,
SRC-82FD18CB6C4C,museum_record,קערת השבעה מס' 136,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 136, Ms. Heb. 9467.146, MMS 997008712545505171.",,
SRC-83005A93C553,museum_record,Hebrew Bowl B8834,,,"Penn Museum Online Collections, B8834, web object 298056",,
SRC-835C4BCFF6B0,museum_record,Hebrew Bowl B2932,,,"Penn Museum Online Collections, B2932, web object 154161",,
SRC-839E5208B414,museum_record,קערת השבעה מס' 65,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 65, Ms. Heb. 9467.64, MMS 997008712406505171.",,
SRC-83A3DFDE7924,chapter,Mandaic Magic Bowls in the Moussaieff Collection: A Preliminary Survey,Matthew Morgenstern,2012,"Morgenstern, Matthew. “Mandaic Magic Bowls in the Moussaieff Collection: A Preliminary Survey.” In New Inscriptions and Seals Relating to the Biblical World, 157–170. Society of Biblical Literature, 2012. https://doi.org/10.2307/j.ctt32bzp2.17.",10.2307/j.ctt32bzp2.17,
SRC-84615D159BAF,article,A New Incantation Bowl with Arabic Inscription,A Faraj,2016,A New Incantation Bowl with Arabic Inscription (2016). OpenAlex W2809766096.,,
SRC-84678662059D,museum_record,incantation bowl: 91710,The British Museum,,"The British Museum, Collections Online, incantation bowl 91710, Segal 013A; accessed 2026-09-04.",,
SRC-854641D21DA4,museum_record,Hebrew Bowl B16011,,,"Penn Museum Online Collections, B16011, web object 15709",,
SRC-855C75734A1F,museum_record,Hebrew Bowl B16004,,,"Penn Museum Online Collections, B16004, web object 157174",,
SRC-8573DCD9A5DE,museum_record,Hebrew Bowl B16012,,,"Penn Museum Online Collections, B16012, web object 27830",,
SRC-85B88C970151,article,An Unpublished Syriac Bowl (B9002) with a Mandaic Incantation,Simcha Gross; Michele Scarlassara,2025,"Gross, Simcha, and Michele Scarlassara. 'An Unpublished Syriac Bowl (B9002) with a Mandaic Incantation.' Aramaic Studies 23 (2025): 22–54. DOI: 10.1163/17455227-bja10059.",10.1163/17455227-bja10059,
SRC-85BD313987E5,auction_record,Aramaic Terracotta Incantation / Devil Trap / Magic Bowl with Painted Figure,The Mumbling Muse,,"The Mumbling Muse. ‘Aramaic Terracotta Incantation / Devil Trap / Magic Bowl with Painted Figure (6–8 Century AD),’ item MCG00069, iCollector record 20562699, accessed 4 September 2026.",,
SRC-86094B7B5D39,museum_record,קערת השבעה מס' 54,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 54, Ms. Heb. 9467.26, MMS 997008712408705171.",,
SRC-863F759FA35B,museum_record,Hebrew Bowl B16050,,,"Penn Museum Online Collections, B16050, web object 135415",,
SRC-87551DA5C233,museum_record,Hebrew Bowl B2982,,,"Penn Museum Online Collections, B2982, web object 265499",,
SRC-8783127BF3E4,article,Transferring performativity from speech to writing: illocutionary acts and incantation bowls,Daniel James Waller,2019,Transferring performativity from speech to writing: illocutionary acts and incantation bowls (2019). Repository location indexed by OpenAlex W2949666291.,10.1017/s0041977x19000363,
